StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q4,Q5,Q6_1,Q6_2,Q6_3,Q6_4,Q7,Q8,Q9,Q10
2021-11-17 07:42:39,2021-11-17 07:44:33,IP Address,161.130.189.244,100,113,True,2021-11-17 07:44:34,R_pmYeiW0HtXrF6mZ,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,GS,DW,10,10,10,10,Great Visuals,"They did a great job for only having 2 people show up ",More information on students who are in the dorms vs off campus,What age group does the most shopping
2021-11-17 07:23:41,2021-11-17 07:45:29,IP Address,161.130.189.241,100,1308,True,2021-11-17 07:45:29,R_3rTcZGPIBAqq6mX,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,,,9,9,9,8,Good suggestions with the one stop shop,Did well speaking and maintaining eye contact,Include less words on the slides,Maybe including more members of the group could have made it more interesting
2021-11-17 07:46:14,2021-11-17 07:48:12,IP Address,161.130.189.241,100,118,True,2021-11-17 07:48:12,R_2aypokFBf4wBI1B,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,IJ,DW,9,9,9,8,Good final recommendations,Good eye contact and speaking skills,Include less words on each slide,"Maybe having more group members present could have made it more interesting "
2021-11-17 07:13:13,2021-11-17 07:48:51,IP Address,161.130.189.203,100,2138,True,2021-11-17 07:48:51,R_3G94c8ch44I4fXy,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,DW,KD,9,9,6,8,Everyone knew the information pretty well.,Great public speakers.,Needs more visual aid!!,Make some slides less wordy.
2021-11-17 07:42:27,2021-11-17 07:55:56,IP Address,161.130.189.195,100,809,True,2021-11-17 07:55:56,R_2fpQG9si5u9UKdy,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,JB,KD,8,10,9,9,i like how they included a table of contents,they explained that there could be other explanations as to why underclassmen don't use the function as much as upperclassmen might,"i wasn't sure what the Webchat function is used for or what purpose it serves ","Some of the tests were geared more towards if students know about the function, and how they would use it; not as much about how to better advertise the function"
2021-11-17 07:55:31,2021-11-17 07:58:54,IP Address,161.130.189.244,100,202,True,2021-11-17 07:58:54,R_26ny7J1fnmDHbq6,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,GS,KD,9,9,8,8,Great data on age groups,All presenters were in professional dress,More graphic visuals that represent your data,"Better recommendations on how to increase the usage of the portal "
2021-11-17 07:44:18,2021-11-17 08:02:24,IP Address,161.130.189.226,100,1085,True,2021-11-17 08:02:25,R_27rMR5QlquOXqMY,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KK,KD,10,10,9,9,Simple yet effective slides,Transitions between speakers are really smooth,Too many words one some slides,Not a whole lot of creative visuals
2021-11-17 07:23:14,2021-11-17 08:09:41,IP Address,161.130.189.240,100,2787,True,2021-11-17 08:09:42,R_3EZjLzf3rvDduSq,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,IJ,KD,7,8,5,7,very detailed analysis supported with data,recommendations were creative and could easily be connected to presenation analysis,slides could be more visually appealing and not as wordy,"it was difficult to hear at times "
2021-11-29 07:03:26,2021-11-29 07:18:38,IP Address,161.130.189.192,100,911,True,2021-11-29 07:18:39,R_0cC32IXUvSEx2Jb,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KK,IJ,10,9,9,10,"The PowerPoint is very neat, has good colors to match Mizzou and relevant graphics, and very organized.","The survey got a good mix of male and female, and a pretty even distribution for grade level. Also, the challenges and limitations were assessed really well and thought through. ",I would keep graphs one to a page otherwise the slide can be overwhelming and look crammed.,"Limit the words on each slide to prevent from reading directly from the slide. "
2021-11-29 06:57:38,2021-11-29 07:21:36,IP Address,161.130.189.245,100,1437,True,2021-11-29 07:21:36,R_2CDE7KrScmQvxDZ,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,DW,IJ,9,9,9,9,Slides looked really nice.,"Seemed pretty prepared, good presentation skills.",Maybe have notes on the side to prevent reading everything from screen!,n/a.
2021-11-29 07:23:29,2021-11-29 07:27:32,IP Address,161.130.189.201,100,243,True,2021-11-29 07:27:33,R_1rBT1lklzIJdLZh,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KD,IJ,10,10,10,8,They did a great job speaking loud and clearly,They provided some great recommendations,Put open ended questions at beginning of survey for more responses,Provide more recommendations outside of Greek Life
2021-11-29 07:23:53,2021-11-29 07:36:39,IP Address,161.130.189.202,100,766,True,2021-11-29 07:36:40,R_22DqtIXzmQGQr4h,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,GS,IJ,10,10,10,10,"Great visuals; graphs captured the important data ","Graphs were easy to read and presented well ","Reach a wider variety of demographic. It was mainly upper classman ","Get more recommendation/have a more engaging survey. Seemed like the results weren't as reliable as they could be "
2021-11-29 07:28:06,2021-11-29 07:40:13,IP Address,161.130.189.245,100,726,True,2021-11-29 07:40:14,R_beolQ9bcMKqgUG5,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,DW,JB,8,9,8,6,Slides looked nice.,Effective use of facts and statistics.,"Would suggest having note cards to explain the slides better. ","Practice running through slides beforehand. "
2021-11-29 07:28:46,2021-11-29 07:42:14,IP Address,161.130.189.192,100,807,True,2021-11-29 07:42:14,R_3esQgl730mhioSE,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KK,JB,8,8,7,8,"The group handled the challenges well. This topic was only relevant to those who have already heard of the Career Fair, but they still managed to get a good sample size.","Slides were not wordy and to the point. ","I would suggest adding more graphs. There were slides that didn't have graphs but could've used them to help the visual aspect of the presentation. ","I would suggest coming a little bit more prepared with an in-depth knowledge of the presentation. "
2021-11-29 07:28:55,2021-11-29 07:46:22,IP Address,161.130.189.201,100,1047,True,2021-11-29 07:46:22,R_9souK5hTpxAo1KF,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KD,JB,8,8,7,10,They provided good recommendations.,They had a good use of charts showing their survey responses.,Use more visual aids.,Add more content to each slide.
2021-11-29 07:36:57,2021-11-29 07:48:34,IP Address,161.130.189.202,100,696,True,2021-11-29 07:48:34,R_zTMH1D4B6nyHmtH,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,GS,JB,10,10,10,10,,," ",
2021-11-29 07:29:58,2021-11-29 07:50:38,IP Address,161.130.189.251,100,1239,True,2021-11-29 07:50:38,R_WARbfAR1RaLvknn,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,IJ,JB,7,7,8,7,Very easy to follow information throughout the presentation,"Had good recommendations ",Less reading off the screen,"Would have liked to see the whole questionnaire "
2021-11-29 07:48:50,2021-11-29 08:23:06,IP Address,161.130.189.202,100,2056,True,2021-11-29 08:23:07,R_2Wx2luLsjXlkO8J,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,GS,JB,10,10,10,10,"Great adaptability; with only half your group members you guys did a great job adapting and completing the presentation with on two members ","Graphs displayed and explained the information very well ","Have more diversity regarding majors among the people interviewed; mostly business majors ","Members weren't dressed professional "
2021-12-01 07:14:11,2021-12-01 07:24:54,IP Address,161.130.189.221,100,642,True,2021-12-01 07:24:54,R_1jIE6TYL2pJdKuc,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,DW,GS,9,9,8,9,"Great presenters, knew what was going on. ","Content and information was clear and concise. ",Keep slides a little less wordy.,n/a.
2021-12-01 07:15:09,2021-12-01 07:27:02,IP Address,161.130.189.255,100,712,True,2021-12-01 07:27:02,R_3OdXEf193FhhuR7,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KK,GS,9,10,10,10,Great speaking volume when presenting.,Excellent data to prove the point of the presentation on the rec.,More eye contact amongst the audience.,Making their point more concise.
2021-12-01 07:14:20,2021-12-01 07:28:13,IP Address,161.130.189.215,100,833,True,2021-12-01 07:28:14,R_2agiBG8W4NB7j5V,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,JB,GS,10,10,10,10,The information is interesting since we're all familiar with the rec center,They explained their data really well for us to understand,I was curious to know what the hours of the rec are (how early/late it's open),"For a limitation they said it was hard to know people's motives, they could have put an explanation box next to answers to the questionnaire questions for students to explain why they answered that way"
2021-12-01 07:15:31,2021-12-01 07:30:38,IP Address,161.130.189.199,100,907,True,2021-12-01 07:30:39,R_sMANfM5rkrJxJfP,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,KD,GS,10,10,10,10,well informed,captivating,t-tests,less wordy slides
2021-12-01 07:18:36,2021-12-01 07:32:53,IP Address,161.130.189.216,100,856,True,2021-12-01 07:32:54,R_2OUaynF0FU9oSEQ,,,,,38.93609619140625,-92.30560302734375,anonymous,EN,IJ,GS,8,7,8,7,All members spoke clearly and seemed prepared,Did well explaining themselves,Add in a slide with the t test,less reading off slides
